timestamp,bid_open,bid_low,bid_high,bid_close,ask_open,ask_low,ask_high,ask_close,price_open,price_low,price_high,price_close,price_mean,volume,open_interest
2024-10-04 13:00:00,0,0,50,49,51,50,51,50,51.0,49.0,51.0,50.0,50.0,2587,2434
2024-10-04 14:00:00,49,49,50,50,50,50,51,51,50.0,49.0,51.0,51.0,50.0,27052,25353
2024-10-04 15:00:00,50,50,51,51,51,51,52,52,51.0,50.0,52.0,52.0,51.0,83440,106444
2024-10-04 16:00:00,51,51,51,51,52,52,52,52,52.0,51.0,52.0,51.0,51.0,27426,126618
2024-10-04 17:00:00,51,50,51,50,52,51,52,51,51.0,50.0,52.0,51.0,50.0,24083,146493
2024-10-04 18:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,51.0,4330,146513
2024-10-04 19:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,6199,146656
2024-10-04 20:00:00,50,50,50,50,51,51,51,51,51.0,51.0,51.0,51.0,51.0,2814,146656
2024-10-04 21:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,51.0,8601,146697
2024-10-04 22:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,51.0,11282,146736
2024-10-04 23:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,10500,147335
2024-10-05 00:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,8309,147740
2024-10-05 01:00:00,50,50,50,50,51,51,51,51,51.0,51.0,51.0,51.0,51.0,1183,147740
2024-10-05 02:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,609,147789
2024-10-05 03:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,919,147798
2024-10-05 04:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,5253,148138
2024-10-05 13:00:00,50,50,50,50,51,51,51,51,51.0,51.0,51.0,51.0,51.0,949,148987
2024-10-05 14:00:00,50,50,50,50,51,51,51,51,51.0,51.0,51.0,51.0,51.0,10033,159020
2024-10-05 15:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,7846,164866
2024-10-05 16:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,50.0,3141,168007
2024-10-05 17:00:00,50,50,50,50,51,51,51,51,51.0,51.0,51.0,51.0,51.0,965,168972
2024-10-05 18:00:00,50,50,50,50,51,51,51,51,51.0,50.0,51.0,51.0,51.0,3048,172019
